year,site,plot,siteplot,comm,div,div.shrub,plot.size,mu4.plot,pool,CWM_LD,CWM_SLA,CWM_WD,NE,CE,SE,fd_7t,fd_3t,FDis_7t,FDis_3t,PD,MPD,PS,ba,volume,density,deltaba,deltavolume,massc,deltamassc,ba_shrub
2016,A,S17,A:S17,A.CaEy|KoBi,2,0,1mu,A.B_2_1_1,A2,0.5,11.3284334,0.530694951,NA,NA,NA,0.674001028,0.716629459,1.710563866,1.281666142,217.958514,217.958514,NA,0.154374307,0.121117359,1,-0.055019084,0.015394483,0.028546289,0.003627461,NA
2017,A,S17,A:S17,A.CaEy|KoBi,2,0,1mu,A.B_2_1_1,A2,0.5,11.3284334,0.530694951,NA,NA,NA,0.674001028,0.716629459,1.710563866,1.281666142,217.958514,217.958514,NA,0,0,0,-0.154374307,-0.121117359,0,-0.028546289,NA
2015,A,S17,A:S17,A.CaEy|KoBi,2,0,1mu,A.B_2_1_1,A2,0.5,11.3284334,0.530694951,NA,NA,NA,0.674001028,0.716629459,1.710563866,1.281666142,217.958514,217.958514,NA,0.209393391,0.105722876,7,-0.055864683,-0.014608744,0.024918827,-0.00344356,NA
2016,A,E34,A:E34,A.CaHe,1,0,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,15.65880965,81.95096174,8,-1.90606096,1.156855951,19.11092741,0.220258372,NA
2017,A,F35,A:F35,A.CaHe,1,8,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,29.25578721,124.7263358,12,5.827854549,21.18156209,28.96524962,4.826916545,0.61984047
2016,A,I12,A:I12,A.CaHe,1,0,1mu,A.A_1_1_2,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,8.957934849,18.90882658,12,3.187141626,9.585425081,4.445943469,2.250415051,NA
2013,A,I12,A:I12,A.CaHe,1,0,1mu,A.A_1_1_2,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,2.144663921,2.431672429,12,NA,NA,0.573035172,NA,NA
2015,A,I12,A:I12,A.CaHe,1,0,1mu,A.A_1_1_2,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,5.770793223,9.323401497,12,1.679496551,3.421085174,2.195528418,0.805081372,NA
2016,A,F34,A:F34,A.CaHe,1,4,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,14.70043549,49.90608451,13,2.896394173,16.42842106,11.69478072,3.828294962,NA
2017,A,E34,A:E34,A.CaHe,1,0,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,14.63172051,80.98757799,6,-1.027089141,-0.963383753,18.77190233,-0.33902508,NA
2013,A,F35,A:F35,A.CaHe,1,8,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,11.55148856,31.36472211,14,NA,NA,7.370471278,NA,NA
2016,A,E35,A:E35,A.CaHe,1,2,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,26.19559498,116.0243802,14,4.233990095,27.20077663,27.05724843,6.286211258,NA
2014,A,E34,A:E34,A.CaHe,1,0,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,15.8875392,66.58761267,11,4.266921328,24.76936992,15.59590345,5.779927504,NA
2017,A,E35,A:E35,A.CaHe,1,2,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,31.36470492,130.7517299,13,5.169109935,14.72734976,30.39230696,3.335058537,0.169561223
2016,A,F35,A:F35,A.CaHe,1,8,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,23.42793266,103.5447737,12,5.833083422,35.41132827,24.13833307,8.189468037,NA
2014,A,E35,A:E35,A.CaHe,1,2,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,18.78778015,64.69350882,16,5.526173194,27.37680516,15.16146114,6.395089359,NA
2013,A,E35,A:E35,A.CaHe,1,2,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,13.26160695,37.31670366,16,NA,NA,8.766371778,NA,NA
2017,A,F34,A:F34,A.CaHe,1,4,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,13.92197726,47.32775954,12,-0.778458223,-2.578324963,11.08783511,-0.606945612,0.82519795
2015,A,F35,A:F35,A.CaHe,1,8,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,17.59484924,68.13344548,12,1.317872655,15.34459982,15.94886504,3.569302595,NA
2013,A,E34,A:E34,A.CaHe,1,0,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,11.62061787,41.81824276,11,NA,NA,9.815975944,NA,NA
2015,A,E34,A:E34,A.CaHe,1,0,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,17.56487061,80.79410579,11,1.677331408,14.20649312,18.89066904,3.294765587,NA
2013,A,F34,A:F34,A.CaHe,1,4,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,10.0427955,21.61259673,14,NA,NA,5.078985193,NA,NA
2014,A,F35,A:F35,A.CaHe,1,8,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,16.27697658,52.78884566,14,4.725488026,21.42412355,12.37956244,5.009091164,NA
2014,A,I12,A:I12,A.CaHe,1,0,1mu,A.A_1_1_2,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,4.091296672,5.902316323,12,1.946632751,3.470643894,1.390447046,0.817411874,NA
2015,A,F34,A:F34,A.CaHe,1,4,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,11.80404131,33.47766345,14,1.718152683,8.301337068,7.866485757,1.94551685,NA
2017,A,I12,A:I12,A.CaHe,1,0,1mu,A.A_1_1_2,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,0,12.0414962,27.10091959,12,3.083561355,8.192093016,6.355438941,1.909495472,NA
2015,A,E35,A:E35,A.CaHe,1,2,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,21.96160489,88.82360352,15,3.173824741,24.1300947,20.77103717,5.609576034,NA
2014,A,F34,A:F34,A.CaHe,1,4,4mu,A.A_1_1_1,A1,0,11.89507597,0.6139836,NA,NA,NA,0,0,0,0,0,0,NA,10.08588863,25.17632638,14,0.043093131,3.563729649,5.920968907,0.841983714,NA
2013,A,S10,A:S10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,19.07842628,12.58038931,6.498036967,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,11.92753693,41.23310459,12,NA,NA,9.638589341,NA,NA
2014,A,T09,A:T09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,8,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,-8.218111023,-9.10943484,0.891323817,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,9.85548996,27.23841401,14,2.254799234,10.98642555,6.390937648,2.57045286,NA
2017,A,T10,A:T10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,4,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,71.90004857,45.34184913,26.55819944,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.754889726,27.89517615,122.5832665,11,4.404586053,20.57918801,28.23240782,4.547977724,0.578392171
2015,A,R16,A:R16,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,1mu,A.A_8_2_2,A1,0.125,11.89709069,0.59047642,42.65578627,61.51872862,-18.86294235,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,20.17549525,83.09786607,12,3.966034055,24.13024936,19.05086449,5.338696665,NA
2017,A,S09,A:S09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,2,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,47.50377262,70.29384534,-22.79007271,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.716417433,18.97613808,87.29083329,13,2.621330397,5.344508262,20.11180026,1.147741686,0.271297956
2016,A,S09,A:S09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,2,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,50.20181712,86.0053781,-35.80356098,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.782566474,16.35480769,81.94632503,13,2.274601247,24.50212013,18.96405858,5.58906344,NA
2013,A,S09,A:S09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,2,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,15.63454822,29.89023131,-14.25568309,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,9.362021174,28.33779759,15,NA,NA,6.634800437,NA,NA
2017,A,R16,A:R16,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,1mu,A.A_8_2_2,A1,0.125,11.89709069,0.59047642,34.43087944,24.54365148,9.887227961,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.776088569,22.94728547,105.9581518,10,-0.84493888,-4.013088826,23.95558563,-0.944091268,NA
2015,A,T09,A:T09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,8,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,-7.205314633,-10.41519924,3.209884607,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,12.87437519,41.55976821,14,3.01888523,14.3213542,9.72998814,3.339050493,NA
2016,A,T10,A:T10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,4,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,57.3030396,56.50011592,0.802923673,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.707851958,23.4905901,102.0040785,11,4.327997221,31.79446259,23.6844301,7.287819029,NA
2013,A,T10,A:T10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,4,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,13.58491584,25.03949704,-11.4545812,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,11.82695416,31.05990064,12,NA,NA,7.29599744,NA,NA
2016,A,R16,A:R16,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,1mu,A.A_8_2_2,A1,0.125,11.89709069,0.59047642,51.23913057,47.68238214,3.556748433,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.667050143,23.79222435,109.9712407,11,3.616729105,26.8733746,24.8996769,5.848812407,NA
2017,A,T09,A:T09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,8,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,13.20437623,-2.390143457,15.59451969,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.865634873,20.39356393,98.15253851,14,3.992070239,31.12084869,22.63761021,7.013151722,0.310862242
2017,A,S10,A:S10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,115.8873429,50.27932626,65.6080166,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.733981404,31.18071921,171.5243047,10,5.744641496,41.73811566,38.15408943,8.622437735,NA
2014,A,S09,A:S09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,2,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,23.33787853,48.86053873,-25.5226602,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,12.50070465,42.57844678,15,3.138683472,14.24064919,9.945307238,3.310506801,NA
2015,A,T10,A:T10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,4,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,38.03668622,41.92921359,-3.892527363,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,19.16259287,70.20961586,11,4.316176508,25.34656914,16.39661107,5.879276451,NA
2013,A,R16,A:R16,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,1mu,A.A_8_2_2,A1,0.125,11.89709069,0.59047642,26.02489005,73.16868156,-47.14379152,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,13.46664651,45.67620818,14,NA,NA,10.61515016,NA,NA
2016,A,S10,A:S10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,78.74634242,33.66043993,45.08590249,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.695964781,25.43607772,129.786189,10,4.000641765,38.50905174,29.53165169,8.47791497,NA
2014,A,R16,A:R16,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,1mu,A.A_8_2_2,A1,0.125,11.89709069,0.59047642,29.43200536,71.22500248,-41.79299712,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,16.20946119,58.96761671,14,2.742814684,13.29140852,13.71216783,3.09701767,NA
2013,A,T09,A:T09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,8,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,-6.46132956,-4.758400147,-1.702929413,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,7.600690726,16.25198845,14,NA,NA,3.820484788,NA,NA
2014,A,S10,A:S10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,26.74768543,16.91516409,9.832521336,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,15.72542719,58.47441139,11,3.797890258,17.2413068,13.61816381,3.979574465,NA
2015,A,S10,A:S10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,0,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,51.20247389,28.17567193,23.02680196,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,21.43543595,91.27713729,11,5.710008763,32.8027259,21.05373672,7.435572918,NA
2016,A,T09,A:T09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,8,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,-3.493017674,-12.7167364,9.223718729,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,0.737537623,16.40149369,67.03168982,13,3.527118501,25.4719216,15.62445848,5.894470344,NA
2015,A,S09,A:S09,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,2,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,32.99267673,63.39804775,-30.40537101,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,14.08020644,57.4442049,13,1.579501794,14.86575812,13.37499514,3.4296879,NA
2014,A,T10,A:T10,A.CaHe|CaSc|ChAx|LiFo|NySi|QuSe|SaMu|SaSe,8,4,4mu,A.A_8_2_1,A1,0.125,11.89709069,0.59047642,20.46798778,29.73500399,-9.267016214,1.375241179,1.144290748,1.832498958,1.169463773,720.050103,205.4780579,NA,14.84641637,44.86304672,11,3.019462209,13.80314609,10.51733462,3.221337177,NA
2017,A,Q20,A:Q20,A.CaHe|LiFo|NySi|SaMu,4,8,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-11.23329943,-18.289228,7.055928565,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.636683655,27.29523557,85.85403249,15,5.302958061,22.49256035,20.06141973,5.215399425,0.653752714
2015,A,Q20,A:Q20,A.CaHe|LiFo|NySi|SaMu,4,8,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-7.602260102,-9.378215404,1.775955302,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,17.86608611,45.08863551,15,3.876674407,15.88608954,10.58199221,3.71924301,NA
2014,A,P19,A:P19,A.CaHe|LiFo|NySi|SaMu,4,0,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,2.213572496,3.895977592,-1.682405097,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,12.68539538,28.78496833,16,4.603080131,12.75287401,6.765842033,2.99294593,NA
2013,A,P19,A:P19,A.CaHe|LiFo|NySi|SaMu,4,0,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-0.340901424,3.023846326,-3.36474775,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,8.082315249,16.03209431,16,NA,NA,3.772896104,NA,NA
2015,A,Q19,A:Q19,A.CaHe|LiFo|NySi|SaMu,4,4,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,9.638843157,8.176392629,1.462450528,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,12.55577083,37.35755226,14,2.594661302,11.70173785,8.758776856,2.73590476,NA
2017,A,P29,A:P29,A.CaHe|LiFo|NySi|SaMu,4,0,1mu,A.A_4_3_2,A1,0,12.19870133,0.591747537,16.49143612,62.51596213,-46.02452601,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.509712257,32.05855179,116.6382684,15,4.429635338,22.51373636,27.19865769,5.207331338,NA
2017,A,Q19,A:Q19,A.CaHe|LiFo|NySi|SaMu,4,4,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,13.2206225,5.865072795,7.355549703,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.529026528,18.75152834,64.79926154,13,2.480490815,5.755140502,15.1211979,1.332322077,0.552015981
2013,A,P20,A:P20,A.CaHe|LiFo|NySi|SaMu,4,2,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-1.346373687,8.329185713,-9.6755594,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,8.130228806,12.81166378,16,NA,NA,3.016448178,NA,NA
2015,A,P20,A:P20,A.CaHe|LiFo|NySi|SaMu,4,2,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-0.867560345,43.09312138,-43.96068172,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,13.06803265,30.40796582,16,2.976402195,11.15541169,7.146151743,2.616211865,NA
2016,A,Q20,A:Q20,A.CaHe|LiFo|NySi|SaMu,4,8,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-16.57828344,-20.40561548,3.827332045,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.43013651,21.99227751,63.36147214,15,4.1261914,18.27283664,14.8460203,4.264028095,NA
2013,A,P29,A:P29,A.CaHe|LiFo|NySi|SaMu,4,0,1mu,A.A_4_3_2,A1,0,12.19870133,0.591747537,-8.115639095,9.189644917,-17.30528401,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,9.59075367,18.70130319,15,NA,NA,4.399482767,NA,NA
2016,A,P29,A:P29,A.CaHe|LiFo|NySi|SaMu,4,0,1mu,A.A_4_3_2,A1,0,12.19870133,0.591747537,9.836014111,47.48326054,-37.64724643,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.425090997,27.62891646,94.12453202,15,7.415798343,36.35981296,21.99132635,8.44684212,NA
2014,A,P20,A:P20,A.CaHe|LiFo|NySi|SaMu,4,2,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-3.888450467,19.8359352,-23.72438566,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,10.09163046,19.25255413,16,1.961401651,6.440890349,4.529939878,1.5134917,NA
2015,A,P19,A:P19,A.CaHe|LiFo|NySi|SaMu,4,0,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,12.29611798,10.1243052,2.171812778,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,16.82225059,47.0804234,16,4.136855212,18.29545508,11.04662615,4.280784112,NA
2014,A,P29,A:P29,A.CaHe|LiFo|NySi|SaMu,4,0,1mu,A.A_4_3_2,A1,0,12.19870133,0.591747537,-8.562078008,9.680143613,-18.24222162,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,14.94760335,33.14158254,15,5.356849681,14.44027935,7.785992241,3.386509474,NA
2013,A,Q19,A:Q19,A.CaHe|LiFo|NySi|SaMu,4,4,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,2.964411177,7.797800544,-4.833389367,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,6.90481559,15.63870253,13,NA,NA,3.676261487,NA,NA
2016,A,P19,A:P19,A.CaHe|LiFo|NySi|SaMu,4,0,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,26.37472024,13.75431978,12.62040046,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.618707743,20.02329565,67.81915991,16,3.201045057,20.7387365,15.87886987,4.832243724,NA
2017,A,P19,A:P19,A.CaHe|LiFo|NySi|SaMu,4,0,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,42.30194922,24.9605437,17.34140552,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.696057742,23.8592658,87.98347027,16,3.835970147,20.16431037,20.55178494,4.672915071,NA
2014,A,Q20,A:Q20,A.CaHe|LiFo|NySi|SaMu,4,8,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-9.975869099,-10.39212692,0.416257819,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,13.9894117,29.20254596,15,5.238335659,13.40002774,6.862749197,3.143682893,NA
2015,A,P29,A:P29,A.CaHe|LiFo|NySi|SaMu,4,0,1mu,A.A_4_3_2,A1,0,12.19870133,0.591747537,0.966129629,34.93325205,-33.96712242,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,20.21311811,57.76471906,15,5.265514763,24.62313652,13.54448423,5.758491987,NA
2013,A,Q20,A:Q20,A.CaHe|LiFo|NySi|SaMu,4,8,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,-7.400048262,-6.554790324,-0.845257938,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,8.751076045,15.80251822,15,NA,NA,3.719066304,NA,NA
2017,A,P20,A:P20,A.CaHe|LiFo|NySi|SaMu,4,2,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,18.98353263,128.6433363,-109.6598037,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.450163435,18.96583489,64.66428233,15,3.874612296,18.74515113,15.13122467,4.359108388,1.149248287
2016,A,Q19,A:Q19,A.CaHe|LiFo|NySi|SaMu,4,4,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,18.10448958,14.06624814,4.038241439,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.599589692,16.27103753,59.04412104,14,3.715266695,21.68656878,13.78887583,5.030098972,NA
2016,A,P20,A:P20,A.CaHe|LiFo|NySi|SaMu,4,2,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,6.165528113,76.39930713,-70.23377902,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,0.509815644,15.09122259,45.91913121,15,2.023189937,15.51116538,10.77211628,3.625964535,NA
2014,A,Q19,A:Q19,A.CaHe|LiFo|NySi|SaMu,4,4,4mu,A.A_4_3_1,A1,0,12.19870133,0.591747537,6.611663355,7.112748019,-0.501084664,0.4762081,0.561207473,1.623807721,0.967724408,451.303352,226.4654273,NA,9.961109528,25.6558144,14,3.056293939,10.01711187,6.022872096,2.346610609,NA
2013,A,D33,A:D33,A.CaHe|NySi,2,8,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,44.49985785,44.32317522,0.176682625,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,23.19204533,70.81123554,15,NA,NA,16.60508546,NA,NA
2013,A,C32,A:C32,A.CaHe|NySi,2,0,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,47.77745946,47.1584675,0.618991965,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,21.76917351,74.75343448,14,NA,NA,17.50592443,NA,NA
2015,A,C32,A:C32,A.CaHe|NySi,2,0,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,95.24071164,74.31141453,20.92929711,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,33.19773238,153.0550951,13,7.331738956,47.37027158,35.54925009,10.84573729,NA
2015,A,C33,A:C33,A.CaHe|NySi,2,2,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,-0.97078741,112.0719165,-113.042704,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,13.24507694,45.97205002,9,1.535902335,10.43963716,10.77312331,2.429176845,NA
2017,A,C32,A:C32,A.CaHe|NySi,2,0,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,173.363735,151.3411398,22.02259512,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,0.455288313,44.52924984,245.2574175,10,6.083311336,39.85891251,55.85092646,8.441581245,NA
2017,A,C33,A:C33,A.CaHe|NySi,2,2,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,-7.78517106,140.1953219,-147.980493,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,0.430764097,15.84308237,62.08856506,7,3.45159973,14.66949756,14.48597976,3.389227836,0.602884347
2013,A,C33,A:C33,A.CaHe|NySi,2,2,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,2.472956749,36.11654345,-33.6435867,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,9.027245207,23.04329211,10,NA,NA,5.415071634,NA,NA
2013,A,D32,A:D32,A.CaHe|NySi,2,4,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,3.018220248,4.133868115,-1.115647866,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,8.93358103,19.02064551,14,NA,NA,4.476082832,NA,NA
2013,A,F22,A:F22,A.CaHe|NySi,2,0,1mu,A.A_2_6_2,A1,0,12.67136759,0.55960943,19.7599606,21.38536999,-1.625409388,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,NA,16.27177788,43.39301754,14,NA,NA,10.18349302,NA,NA
2016,A,C33,A:C33,A.CaHe|NySi,2,2,4mu,A.A_2_6_1,A1,0,12.67136759,0.55960943,-15.25219768,71.0431524,-86.29535007,0.167588475,0.465494104,0.828161858,0.682711781,228.462333,228.462333,0.48342913,12.39148264,47.41906749,7,-0.853594304,1.44701748,11.09675192,0.32362861,NA
