year,site,plot,siteplot,comm,div,div.shrub,plot.size,mu4.plot,pool,CWM_LD,CWM_SLA,CWM_WD,NE,CE,SE,fd_7t,fd_3t,FDis_7t,FDis_3t,PD,MPD,PS,ba,volume,density,deltaba,deltavolume,massc,deltamassc,ba_shrub
2016,A,L13,A:L13,A.AcDa,1,0,1mu,A.B_1_5_1,A2,0,20.51524529,0.499525462,NA,NA,NA,0,0,0,0,0,0,NA,0.765674896,1.36408538,1,0.164079921,0.529063785,0.32118466,0.124489048,NA
2017,A,L13,A:L13,A.AcDa,1,0,1mu,A.B_1_5_1,A2,0,20.51524529,0.499525462,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,-0.765674896,-1.36408538,0,-0.32118466,NA
2013,A,L13,A:L13,A.AcDa,1,0,1mu,A.B_1_5_1,A2,0,20.51524529,0.499525462,NA,NA,NA,0,0,0,0,0,0,NA,0.05880183,0.013980215,7,NA,NA,0.003295322,NA,NA
2015,A,L13,A:L13,A.AcDa,1,0,1mu,A.B_1_5_1,A2,0,20.51524529,0.499525462,NA,NA,NA,0,0,0,0,0,0,NA,0.601594976,0.835021595,2,0.293944388,0.491481521,0.196695612,0.115740469,NA
2014,A,L13,A:L13,A.AcDa,1,0,1mu,A.B_1_5_1,A2,0,20.51524529,0.499525462,NA,NA,NA,0,0,0,0,0,0,NA,0.307650587,0.343540074,3,0.248848757,0.329559858,0.080955143,0.077659821,NA
2017,A,N10,A:N10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,8,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,25.39414811,79.6668123,12,3.817358153,18.12509376,18.55080372,4.184063398,0.744185366
2017,A,R18,A:R18,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,1mu,A.A_24_1_2,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,23.37442667,93.57914352,5,5.848761212,26.26767902,21.57226974,5.957028134,NA
2015,A,O09,A:O09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,2,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,6.807671875,21.05323195,7,2.337413966,10.36421397,4.930994612,2.419721042,NA
2017,A,O09,A:O09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,2,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,13.38356151,50.33215524,7,3.82475953,15.67677385,11.68541542,3.603805067,0.12622891
2016,A,N09,A:N09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,14.8343263,42.38771819,11,4.63794027,17.17852951,9.892917536,3.982961685,NA
2014,A,N09,A:N09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,7.31343385,14.64769502,11,2.087671774,5.234333068,3.440014163,1.228493573,NA
2013,A,O10,A:O10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,4,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,8.098375729,17.27860015,9,NA,NA,4.060798673,NA,NA
2016,A,N10,A:N10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,8,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,21.57678996,61.54171854,14,6.493182907,28.00958076,14.36674032,6.500264251,NA
2013,A,N10,A:N10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,8,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,6.911133659,11.85240583,13,NA,NA,2.788904415,NA,NA
2014,A,O10,A:O10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,4,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,10.69618907,28.2969661,9,2.597813345,11.01836595,6.638403889,2.577605216,NA
2017,A,N09,A:N09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,21.39032487,66.17961843,11,6.55599857,23.79190024,15.38405678,5.491139249,NA
2016,A,R18,A:R18,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,1mu,A.A_24_1_2,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,17.52566546,67.3114645,5,5.126247154,29.63138276,15.61524161,6.803255377,NA
2014,A,N10,A:N10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,8,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,10.82045743,20.57783401,14,3.909323774,8.725428177,4.8350658,2.046161385,NA
2013,A,O09,A:O09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,2,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,3.803924253,6.915372879,8,NA,NA,1.627546823,NA,NA
2013,A,N09,A:N09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,5.225762076,9.41336195,11,NA,NA,2.21152059,NA,NA
2015,A,R18,A:R18,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,1mu,A.A_24_1_2,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,12.39941831,37.68008174,5,1.519709385,10.39396423,8.811986234,2.415085474,NA
2016,A,O09,A:O09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,2,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,9.558801977,34.6553814,7,2.751130102,13.60214945,8.081610354,3.150615741,NA
2017,A,O10,A:O10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,4,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,27.0632664,108.7846296,9,2.713414505,18.97108536,25.03080488,4.25595546,1.090843866
2015,A,O10,A:O10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,4,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,14.71553998,43.98269658,9,4.019350903,15.68573048,10.29154098,3.653137093,NA
2013,A,R18,A:R18,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,1mu,A.A_24_1_2,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,8.625096619,18.72839696,7,NA,NA,4.397340666,NA,NA
2014,A,O09,A:O09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,2,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,4.470257909,10.68901797,8,0.666333656,3.773645092,2.511273571,0.883726748,NA
2016,A,O10,A:O10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,4,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,24.34985189,89.81354427,9,9.634311917,45.83084769,20.77484942,10.48330844,NA
2014,A,R18,A:R18,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,1mu,A.A_24_1_2,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,10.87970892,27.28611751,6,2.254612305,8.557720545,6.39690076,1.999560094,NA
2015,A,N09,A:N09,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,0,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,10.19638603,25.20918868,11,2.882952178,10.56149366,5.90995585,2.469941687,NA
2015,A,N10,A:N10,A.AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu,24,8,4mu,A.A_24_1_1,A1,NA,NA,NA,NA,NA,NA,2.650381112,1.904750856,2.440339397,1.610205466,1665.066744,197.0925228,NA,15.08360705,33.53213778,14,4.263149621,12.95430377,7.866476071,3.031410271,NA
2014,A,L06,A:L06,A.AcDa|CaCa|CaEy|CiCa|CyMy|DaOl|DiGl|KoBi|LiGl|MeAz|NySi|QuAc|QuFa|SaDi|SaMu|ScSu,16,0,1mu,A.B_16_1_1,A2,0.4375,12.38722001,0.548887902,-15.85075243,-16.09858324,0.247830814,2.211159243,1.664350211,2.683299489,1.702371565,1259.899666,204.5670264,NA,2.774914302,4.108633881,6,0.62799766,1.507024176,0.967107097,0.354346897,NA
2016,A,L06,A:L06,A.AcDa|CaCa|CaEy|CiCa|CyMy|DaOl|DiGl|KoBi|LiGl|MeAz|NySi|QuAc|QuFa|SaDi|SaMu|ScSu,16,0,1mu,A.B_16_1_1,A2,0.4375,12.38722001,0.548887902,-29.59791793,-35.99930348,6.401385549,2.211159243,1.664350211,2.683299489,1.702371565,1259.899666,204.5670264,0.854232206,6.216558933,14.31118244,6,2.179696271,6.54389465,3.349408517,1.524332484,NA
2017,A,L06,A:L06,A.AcDa|CaCa|CaEy|CiCa|CyMy|DaOl|DiGl|KoBi|LiGl|MeAz|NySi|QuAc|QuFa|SaDi|SaMu|ScSu,16,0,1mu,A.B_16_1_1,A2,0.4375,12.38722001,0.548887902,-32.35431134,-47.25605761,14.90174627,2.211159243,1.664350211,2.683299489,1.702371565,1259.899666,204.5670264,1,6.753305572,22.82327177,3,0.536746639,8.512089327,5.279571462,1.930162945,NA
2013,A,L06,A:L06,A.AcDa|CaCa|CaEy|CiCa|CyMy|DaOl|DiGl|KoBi|LiGl|MeAz|NySi|QuAc|QuFa|SaDi|SaMu|ScSu,16,0,1mu,A.B_16_1_1,A2,0.4375,12.38722001,0.548887902,-10.62349805,-10.28446775,-0.339030301,2.211159243,1.664350211,2.683299489,1.702371565,1259.899666,204.5670264,NA,2.146916642,2.601609705,7,NA,NA,0.6127602,NA,NA
2015,A,L06,A:L06,A.AcDa|CaCa|CaEy|CiCa|CyMy|DaOl|DiGl|KoBi|LiGl|MeAz|NySi|QuAc|QuFa|SaDi|SaMu|ScSu,16,0,1mu,A.B_16_1_1,A2,0.4375,12.38722001,0.548887902,-20.23469655,-22.11788737,1.883190815,2.211159243,1.664350211,2.683299489,1.702371565,1259.899666,204.5670264,NA,4.036862662,7.767287795,6,1.261948361,3.658653915,1.825076033,0.857968936,NA
2016,A,I30,A:I30,A.AcDa|CaCa|CaEy|CiCa|CyMy|KoBi|LiGl|MeAz,8,0,1mu,A.B_8_1_1,A2,0.625,12.150289,0.52110257,-18.56417654,-19.76558318,1.201406641,1.356250939,1.080814284,2.388931006,1.577069722,614.742943,190.3507263,0.799717541,2.042756449,2.612579476,9,0.409115758,0.800772363,0.615311167,0.188420742,NA
2015,A,I30,A:I30,A.AcDa|CaCa|CaEy|CiCa|CyMy|KoBi|LiGl|MeAz,8,0,1mu,A.B_8_1_1,A2,0.625,12.150289,0.52110257,-11.60944792,-12.40680731,0.797359394,1.356250939,1.080814284,2.388931006,1.577069722,614.742943,190.3507263,NA,1.633640691,1.811807114,11,0.35033527,0.547222083,0.426890425,0.128895012,NA
2017,A,I30,A:I30,A.AcDa|CaCa|CaEy|CiCa|CyMy|KoBi|LiGl|MeAz,8,0,1mu,A.B_8_1_1,A2,0.625,12.150289,0.52110257,-24.28412937,-26.96635305,2.682223677,1.356250939,1.080814284,2.388931006,1.577069722,614.742943,190.3507263,0.799055614,3.676181508,5.604063258,6,1.63342506,2.991483781,1.317375596,0.702064429,NA
2013,A,I30,A:I30,A.AcDa|CaCa|CaEy|CiCa|CyMy|KoBi|LiGl|MeAz,8,0,1mu,A.B_8_1_1,A2,0.625,12.150289,0.52110257,-5.333413372,-5.685133642,0.35172027,1.356250939,1.080814284,2.388931006,1.577069722,614.742943,190.3507263,NA,1.077676377,0.940827582,11,NA,NA,0.221714581,NA,NA
2014,A,I30,A:I30,A.AcDa|CaCa|CaEy|CiCa|CyMy|KoBi|LiGl|MeAz,8,0,1mu,A.B_8_1_1,A2,0.625,12.150289,0.52110257,-7.947150026,-8.543304186,0.59615416,1.356250939,1.080814284,2.388931006,1.577069722,614.742943,190.3507263,NA,1.283305421,1.264585031,11,0.205629044,0.323757449,0.297995413,0.076280832,NA
2017,A,M26,A:M26,A.AcDa|CaCa|CaHe|CaSc|ChAx|CiCa|CyGl|DaOl|DiGl|LiFo|MeAz|QuAc|QuSe|RhCh|SaDi|SaSe,16,0,1mu,A.C_16_1_1,A3,0.3125,12.24375757,0.543130189,141.869323,60.48093527,81.38838771,2.117605291,1.733706693,2.449747876,1.663390727,1245.330429,203.5028602,0.766179465,34.36705719,185.1580778,11,2.948716763,29.01637393,41.23418245,6.165499574,NA
2013,A,M26,A:M26,A.AcDa|CaCa|CaHe|CaSc|ChAx|CiCa|CyGl|DaOl|DiGl|LiFo|MeAz|QuAc|QuSe|RhCh|SaDi|SaSe,16,0,1mu,A.C_16_1_1,A3,0.3125,12.24375757,0.543130189,37.26664572,23.50062785,13.76601787,2.117605291,1.733706693,2.449747876,1.663390727,1245.330429,203.5028602,NA,13.36038593,47.20941727,11,NA,NA,11.00594865,NA,NA
2016,A,M26,A:M26,A.AcDa|CaCa|CaHe|CaSc|ChAx|CiCa|CyGl|DaOl|DiGl|LiFo|MeAz|QuAc|QuSe|RhCh|SaDi|SaSe,16,0,1mu,A.C_16_1_1,A3,0.3125,12.24375757,0.543130189,123.0302613,44.07677498,78.95348632,2.117605291,1.733706693,2.449747876,1.663390727,1245.330429,203.5028602,0.808298376,31.41834043,156.1417039,11,4.978245376,40.09697667,35.06868287,8.586098661,NA
2015,A,M26,A:M26,A.AcDa|CaCa|CaHe|CaSc|ChAx|CiCa|CyGl|DaOl|DiGl|LiFo|MeAz|QuAc|QuSe|RhCh|SaDi|SaSe,16,0,1mu,A.C_16_1_1,A3,0.3125,12.24375757,0.543130189,94.06322332,36.69669974,57.36652358,2.117605291,1.733706693,2.449747876,1.663390727,1245.330429,203.5028602,NA,26.44009505,116.0447272,11,8.332606454,47.73595382,26.48258421,10.6352029,NA
2014,A,M26,A:M26,A.AcDa|CaCa|CaHe|CaSc|ChAx|CiCa|CyGl|DaOl|DiGl|LiFo|MeAz|QuAc|QuSe|RhCh|SaDi|SaSe,16,0,1mu,A.C_16_1_1,A3,0.3125,12.24375757,0.543130189,52.93891617,22.45740445,30.48151172,2.117605291,1.733706693,2.449747876,1.663390727,1245.330429,203.5028602,NA,18.1074886,68.30877337,13,4.747102667,21.09935611,15.84738132,4.84143267,NA
2014,A,G19,A:G19,A.AcDa|CaCa|LiGl|MeAz,4,0,1mu,A.B_4_2_1,A2,0.5,13.35733839,0.503450786,2.740038059,-4.184701303,6.924739362,0.922372793,0.939850511,3.11132983,1.963202675,340.567935,186.175483,NA,4.697601682,11.94673153,7,0.95357655,3.084299057,2.80556103,0.722068027,NA
2013,A,G19,A:G19,A.AcDa|CaCa|LiGl|MeAz,4,0,1mu,A.B_4_2_1,A2,0.5,13.35733839,0.503450786,2.783956687,-2.163104145,4.947060833,0.922372793,0.939850511,3.11132983,1.963202675,340.567935,186.175483,NA,3.744025132,8.862432478,6,NA,NA,2.083493003,NA,NA
2016,A,G19,A:G19,A.AcDa|CaCa|LiGl|MeAz,4,0,1mu,A.B_4_2_1,A2,0.5,13.35733839,0.503450786,-2.695029252,-8.609651854,5.914622601,0.922372793,0.939850511,3.11132983,1.963202675,340.567935,186.175483,0.334677419,6.926261699,20.94970426,6,1.334238551,6.532099359,4.903496227,1.521043948,NA
2015,A,G19,A:G19,A.AcDa|CaCa|LiGl|MeAz,4,0,1mu,A.B_4_2_1,A2,0.5,13.35733839,0.503450786,0.34306618,-6.467106714,6.810172894,0.922372793,0.939850511,3.11132983,1.963202675,340.567935,186.175483,NA,5.592023148,14.4176049,8,0.894421467,2.470873364,3.382452279,0.576891249,NA
2017,A,G19,A:G19,A.AcDa|CaCa|LiGl|MeAz,4,0,1mu,A.B_4_2_1,A2,0.5,13.35733839,0.503450786,-8.940308001,-7.466672395,-1.473635606,0.922372793,0.939850511,3.11132983,1.963202675,340.567935,186.175483,0.318007663,7.372969415,21.83816491,6,0.446707716,0.888460649,5.116148912,0.212652685,NA
2013,A,S13,A:S13,A.AcDa|CaHe|CaSc|CiCa|LiFo|MeAz|QuAc|RhCh,8,0,1mu,A.C_8_2_1,A3,0.25,12.53316697,0.548126866,13.71135722,18.35274249,-4.64138527,1.51139311,1.410169995,2.42934923,1.697473652,719.792415,208.8431639,NA,10.88816785,24.37451137,15,NA,NA,5.728963543,NA,NA
2017,A,S13,A:S13,A.AcDa|CaHe|CaSc|CiCa|LiFo|MeAz|QuAc|RhCh,8,0,1mu,A.C_8_2_1,A3,0.25,12.53316697,0.548126866,52.03771865,98.55746383,-46.51974518,1.51139311,1.410169995,2.42934923,1.697473652,719.792415,208.8431639,0.514665625,24.07563298,98.2106389,13,1.58866649,17.21807867,22.82264841,3.961451463,NA
2014,A,S13,A:S13,A.AcDa|CaHe|CaSc|CiCa|LiFo|MeAz|QuAc|RhCh,8,0,1mu,A.C_8_2_1,A3,0.25,12.53316697,0.548126866,18.0856161,46.58538867,-28.49977257,1.51139311,1.410169995,2.42934923,1.697473652,719.792415,208.8431639,NA,13.05206932,34.27297485,15,2.163901466,9.898463479,8.045885108,2.316921565,NA
2015,A,S13,A:S13,A.AcDa|CaHe|CaSc|CiCa|LiFo|MeAz|QuAc|RhCh,8,0,1mu,A.C_8_2_1,A3,0.25,12.53316697,0.548126866,27.28894368,66.81923467,-39.53029099,1.51139311,1.410169995,2.42934923,1.697473652,719.792415,208.8431639,NA,16.70191511,49.63971723,14,3.649845795,15.36674238,11.62780601,3.581920901,NA
2016,A,S13,A:S13,A.AcDa|CaHe|CaSc|CiCa|LiFo|MeAz|QuAc|RhCh,8,0,1mu,A.C_8_2_1,A3,0.25,12.53316697,0.548126866,47.07586348,91.19807532,-44.12221184,1.51139311,1.410169995,2.42934923,1.697473652,719.792415,208.8431639,0.464307647,22.48696649,80.99256023,14,5.785051379,31.35284299,18.86119695,7.233390942,NA
2017,A,K10,A:K10,A.AcDa|CaHe|QuAc|RhCh,4,0,1mu,A.C_4_4_1,A3,0,13.53241491,0.577895557,106.6354251,114.1614547,-7.526029588,0.7546183,0.705668096,2.340482539,1.895181968,339.855849,185.9381207,0.797530124,31.04030133,133.9132587,9,7.74440343,38.31086263,30.73108698,8.594517674,NA
2013,A,K10,A:K10,A.AcDa|CaHe|QuAc|RhCh,4,0,1mu,A.C_4_4_1,A3,0,13.53241491,0.577895557,8.654037249,16.86947766,-8.215440412,0.7546183,0.705668096,2.340482539,1.895181968,339.855849,185.9381207,NA,7.711956447,15.90524239,11,NA,NA,3.739473103,NA,NA
2015,A,K10,A:K10,A.AcDa|CaHe|QuAc|RhCh,4,0,1mu,A.C_4_4_1,A3,0,13.53241491,0.577895557,42.21540679,50.37536285,-8.159956061,0.7546183,0.705668096,2.340482539,1.895181968,339.855849,185.9381207,NA,17.9858137,56.19300476,12,4.745041291,21.38494784,13.13401409,4.970603949,NA
2016,A,K10,A:K10,A.AcDa|CaHe|QuAc|RhCh,4,0,1mu,A.C_4_4_1,A3,0,13.53241491,0.577895557,74.10548943,67.95814553,6.147343903,0.7546183,0.705668096,2.340482539,1.895181968,339.855849,185.9381207,0.528975512,23.2958979,95.60239604,10,5.310084195,39.40939128,22.13656931,9.002555217,NA
2014,A,K10,A:K10,A.AcDa|CaHe|QuAc|RhCh,4,0,1mu,A.C_4_4_1,A3,0,13.53241491,0.577895557,24.24495546,45.49362239,-21.24866692,0.7546183,0.705668096,2.340482539,1.895181968,339.855849,185.9381207,NA,13.24077241,34.80805691,13,5.528815964,18.90281452,8.163410145,4.423937042,NA
2015,A,G18,A:G18,A.AcDa|MeAz,2,0,1mu,A.B_2_3_1,A2,0,17.37029421,0.48478707,32.51469734,14.84609269,17.66860465,0.330505987,0.243857339,2.391096592,1.219508949,156.692451,156.692451,NA,13.86774711,46.4837037,10,3.040738315,13.6383146,10.89281465,3.18290743,NA
2016,A,G18,A:G18,A.AcDa|MeAz,2,0,1mu,A.B_2_3_1,A2,0,17.37029421,0.48478707,40.34384162,21.57019868,18.77364293,0.330505987,0.243857339,2.391096592,1.219508949,156.692451,156.692451,0.745905172,16.25098382,56.79992095,10,2.383236709,10.31621724,13.29313785,2.400323205,NA
2013,A,G18,A:G18,A.AcDa|MeAz,2,0,1mu,A.B_2_3_1,A2,0,17.37029421,0.48478707,NA,NA,NA,0.330505987,0.243857339,2.391096592,1.219508949,156.692451,156.692451,NA,8.60112549,23.9560996,12,NA,NA,5.629129302,NA,NA
2014,A,G18,A:G18,A.AcDa|MeAz,2,0,1mu,A.B_2_3_1,A2,0,17.37029421,0.48478707,21.13420218,8.363216342,12.77098584,0.330505987,0.243857339,2.391096592,1.219508949,156.692451,156.692451,NA,10.8270088,32.84538911,11,2.225883305,8.889289511,7.709907218,2.080777915,NA
2017,A,G18,A:G18,A.AcDa|MeAz,2,0,1mu,A.B_2_3_1,A2,0,17.37029421,0.48478707,NA,NA,NA,0.330505987,0.243857339,2.391096592,1.219508949,156.692451,156.692451,0.844918656,17.63848844,66.94897527,10,1.387504619,10.14905432,15.64913941,2.356001559,NA
2016,A,R20,A:R20,A.AcDa|QuAc,2,0,1mu,A.C_2_8_1,A3,0,16.21158757,0.62255817,8.905098088,68.80433329,-59.8992352,0.473262795,0.465494104,2.832818038,2.159654993,217.958513,217.958513,0.312533448,11.3585479,30.08928918,10,3.031224047,11.73303817,7.0576581,2.745183574,NA
2014,A,R20,A:R20,A.AcDa|QuAc,2,0,1mu,A.C_2_8_1,A3,0,16.21158757,0.62255817,2.029754936,28.78283394,-26.753079,0.473262795,0.465494104,2.832818038,2.159654993,217.958513,217.958513,NA,5.519965516,10.01782162,11,1.783972464,4.630361147,2.356983486,1.088091677,NA
